u1_add,u1_del,u2_add,u2_del,u3_add,u3_del,u4_add,u4_del,u1_speak,u2_speak,u3_speak,u4_speak,u1_turns,u2_turns,u3_turns,u4_turns
0,0,0,0,0,0,0,0,10.8,2.2,0.8,7.800000000000002,14,2,1,6
0,0,0,0,0,0,0,0,9.8,4.0,0.4,5.0,12,3,0,6
0,0,0,0,0,0,0,0,8.8,3.0,1.0,4.800000000000002,11,3,0,4
0,0,0,0,0,0,0,0,11.4,4.2,1.2000000000000002,6.4,11,5,1,6
0,0,0,0,0,0,0,0,10.8,5.2,1.2000000000000002,4.2,9,5,0,2
0,0,0,0,0,0,0,0,10.0,7.6,0.4,2.8000000000000003,7,6,0,1
0,0,0,0,0,0,0,0,9.8,5.0,0.4,5.6000000000000005,10,6,0,5
0,0,0,0,0,0,0,0,11.0,2.2,1.0,3.6,10,3,1,4
0,0,0,0,0,0,0,0,14.2,2.6,1.2000000000000002,3.0,14,3,0,4
0,0,0,0,0,0,0,0,10.2,6.0,1.8,3.0,10,5,1,5
0,0,0,0,0,0,1,0,10.2,1.6,1.2000000000000002,6.4,12,1,0,8
0,0,0,0,0,0,0,0,4.4,4.4,0.6000000000000001,8.200000000000001,4,4,0,9
2,0,1,0,0,0,0,1,6.6000000000000005,1.0,1.0,5.2,8,0,0,5
50,13,0,1,0,0,0,0,9.2,1.4,1.4,3.6,10,1,1,2
34,1,0,0,0,0,0,0,5.6000000000000005,1.8,0.2,6.4,6,3,0,8
2,0,0,0,0,0,8,3,2.4000000000000004,3.8,0.8,6.0,3,4,1,8
0,0,2,0,0,0,85,0,6.6000000000000005,3.0,0.6000000000000001,4.6000000000000005,5,3,0,6
0,0,0,0,0,0,48,0,6.2,1.8,0.0,4.800000000000002,7,1,0,6
0,0,0,0,1,0,31,4,3.8,4.2,0.0,5.6000000000000005,7,3,0,5
0,0,2,0,63,3,7,8,7.6,1.4,0.0,1.4,4,2,0,2
6,0,80,5,42,1,2,2,7.800000000000002,1.2000000000000002,0.6000000000000001,4.4,8,1,0,3
105,8,60,0,0,0,0,0,7.2,4.6000000000000005,1.2000000000000002,4.4,10,5,0,6
20,2,0,0,0,0,0,0,2.0,5.0,1.0,7.0,2,7,0,4
0,0,0,0,0,0,0,0,3.2,2.2,1.0,6.2,4,2,1,5
0,0,0,0,0,0,0,0,11.2,2.2,0.8,8.4,12,2,0,7
38,2,0,0,0,0,0,0,6.800000000000002,1.0,2.8000000000000003,2.4000000000000004,3,1,4,3
0,1,0,0,0,0,0,0,5.0,3.4000000000000004,0.8,5.0,6,4,0,6
26,0,2,0,0,0,24,0,5.0,1.6,0.8,7.6,8,2,1,9
1,0,0,0,0,0,189,0,5.2,3.6,0.2,3.8,6,6,0,7
31,0,106,0,0,0,0,0,5.6000000000000005,5.0,2.2,2.4000000000000004,6,7,2,2
46,11,0,0,0,0,0,0,8.6,2.2,2.4000000000000004,3.4000000000000004,9,2,2,3
0,0,0,0,0,0,0,0,15.8,1.4,0.8,2.8000000000000003,13,1,0,4
0,0,0,0,0,0,0,0,8.4,2.4000000000000004,0.0,4.4,8,2,0,4
49,3,0,0,0,0,0,0,8.0,2.0,1.6,4.0,10,1,2,6
0,0,133,39,0,0,58,4,8.8,2.0,0.6000000000000001,5.800000000000002,8,3,0,9
0,0,37,0,0,0,72,3,8.0,4.6000000000000005,1.2000000000000002,5.4,8,5,2,8
0,0,0,0,0,0,2,0,11.0,4.6000000000000005,0.8,3.6,10,4,1,4
0,0,0,0,0,1,0,0,8.0,2.0,1.0,7.4,7,2,1,6
0,0,0,0,0,0,0,0,10.6,2.0,1.2000000000000002,2.2,11,2,1,0
0,0,0,0,0,0,0,0,6.2,1.2000000000000002,0.8,4.0,4,1,1,4
0,0,0,0,0,0,0,0,8.8,0.8,0.8,3.2,4,1,0,4
0,0,0,0,0,0,0,0,9.6,2.2,2.0,3.4000000000000004,9,1,2,4
0,0,0,0,0,0,0,0,10.4,2.0,1.0,1.8,7,3,2,0
0,0,0,0,0,0,0,0,12.2,1.8,1.4,1.2000000000000002,11,3,2,1
0,0,0,0,0,0,0,0,6.6000000000000005,2.6,0.8,2.2,9,2,1,3
0,0,0,0,0,0,0,0,9.4,1.6,0.4,2.4000000000000004,8,2,0,2
0,0,0,0,0,0,0,0,9.0,1.4,1.0,4.4,9,2,0,4
0,0,0,0,0,0,0,0,11.4,3.8,1.4,1.4,8,4,1,0
0,0,0,0,0,0,0,0,10.8,3.8,1.6,1.2000000000000002,10,4,2,1
0,0,0,0,1,0,0,0,10.2,2.0,1.0,3.2,15,3,0,4
0,0,0,0,45,4,0,0,7.6,3.4000000000000004,1.4,2.8000000000000003,7,4,1,3
0,0,0,0,30,8,0,0,11.4,1.6,0.6000000000000001,2.0,9,2,0,2
4,4,0,0,1,0,0,0,4.800000000000002,4.4,1.0,1.4,3,5,0,1
0,0,0,0,0,0,0,0,5.2,5.0,2.2,2.0,4,6,4,0
0,0,0,0,0,0,0,0,11.0,1.6,1.4,2.0,10,2,1,2
0,0,0,0,0,0,0,0,9.0,0.2,0.8,1.8,4,0,1,2
0,0,0,0,0,0,0,0,8.4,2.6,1.8,1.0,8,2,2,1
0,0,0,0,0,0,0,0,7.4,2.4000000000000004,0.2,1.6,6,3,0,1
0,0,0,0,0,0,0,0,5.800000000000002,1.8,0.0,3.8,5,4,0,5
0,0,0,0,0,0,0,0,7.2,1.2000000000000002,0.8,1.6,6,2,0,1
0,0,0,0,0,0,0,0,4.2,0.8,1.0,3.0,4,1,1,4
0,0,0,0,0,0,0,0,1.4,0.2,0.0,1.6,2,0,0,2
0,0,0,0,0,0,0,0,6.2,6.800000000000002,2.2,4.800000000000002,10,5,2,7
0,0,0,0,0,0,0,0,7.800000000000002,10.4,3.2,3.8,12,9,3,3
0,0,0,0,0,0,0,0,7.0,12.2,2.4000000000000004,5.0,10,10,1,7
0,0,0,0,0,0,0,0,4.4,13.8,1.6,6.0,7,12,0,4
0,0,0,0,0,0,0,0,10.8,8.4,2.8000000000000003,1.4,13,9,2,1
0,0,0,0,0,0,0,0,5.4,9.2,1.8,5.2,7,7,1,6
0,0,0,0,0,0,0,0,7.2,9.6,2.6,3.0,8,14,3,3
0,0,0,0,0,0,0,0,6.4,7.4,3.6,5.2,8,9,4,5
0,0,0,0,0,0,0,0,3.8,10.6,1.8,6.6000000000000005,3,11,1,10
0,0,0,0,0,0,0,0,13.0,3.2,2.6,6.4,10,3,5,7
43,3,28,28,2,2,0,0,9.4,5.800000000000002,2.4000000000000004,6.6000000000000005,8,9,3,6
0,14,3,8,15,16,8,1,11.6,2.4000000000000004,1.0,10.4,8,1,0,11
25,5,0,0,0,0,0,7,11.4,2.8000000000000003,2.8000000000000003,8.8,16,2,2,8
47,6,6,21,15,0,19,0,9.0,3.8,2.0,7.4,7,6,1,7
2,59,13,0,0,0,11,0,6.2,4.0,1.6,11.0,7,5,1,11
56,13,0,20,0,0,0,0,7.2,8.0,1.6,7.0,10,10,1,7
0,0,44,3,0,0,3,4,5.4,3.0,0.2,14.2,7,4,0,9
0,2,47,0,0,0,0,0,2.6,2.8000000000000003,1.8,11.2,2,4,1,9
0,0,1,0,0,0,20,0,6.4,5.6000000000000005,0.2,5.0,7,7,0,7
1,1,92,6,0,0,4,0,9.6,2.6,1.4,6.6000000000000005,10,4,0,6
2,1,70,0,0,0,46,4,5.6000000000000005,8.6,2.6,5.2,5,7,2,5
0,0,27,0,0,0,37,2,4.800000000000002,8.6,2.0,7.0,5,8,2,7
0,0,0,0,5,7,0,0,3.6,9.2,1.0,8.4,3,7,1,11
0,0,0,0,0,0,0,0,3.0,9.0,0.8,10.2,4,11,0,12
0,0,0,0,0,0,0,0,8.0,8.200000000000001,3.2,5.0,8,7,4,5
0,0,0,0,0,0,0,0,9.0,7.2,1.6,6.4,11,9,1,9
0,0,10,4,0,0,0,0,5.6000000000000005,6.6000000000000005,0.6000000000000001,4.800000000000002,6,7,0,4
0,0,0,0,0,0,0,0,5.0,2.6,0.4,12.6,5,2,0,10
0,0,5,0,0,0,0,0,3.4000000000000004,7.2,0.6000000000000001,8.4,4,4,0,5
0,0,0,0,0,0,0,0,4.6000000000000005,9.0,1.6,9.6,4,8,1,11
0,0,10,1,0,0,0,0,4.4,6.2,0.8,10.8,5,9,0,9
0,0,71,2,0,0,10,0,2.4000000000000004,2.2,0.2,14.8,1,3,0,6
17,0,0,0,0,0,0,0,4.800000000000002,6.2,2.4000000000000004,9.2,5,7,2,9
32,0,32,0,0,0,0,0,4.2,11.6,2.0,3.0,7,9,1,2
14,0,0,0,0,0,0,0,7.4,8.200000000000001,3.0,3.0,11,9,4,2
0,0,0,0,0,0,0,0,8.6,4.6000000000000005,2.0,6.6000000000000005,7,6,2,9
0,0,0,0,0,0,0,0,5.4,10.0,1.0,6.0,6,12,1,7
0,0,19,1,0,0,23,4,3.4000000000000004,3.0,1.6,11.6,3,5,2,10
0,0,0,9,0,0,0,0,4.0,4.6000000000000005,1.2000000000000002,11.4,4,5,2,9
2,0,0,0,0,0,0,0,2.4000000000000004,4.6000000000000005,2.2,6.800000000000002,4,6,1,7
0,0,0,0,0,0,0,0,2.0,5.6000000000000005,0.4,10.6,1,6,0,8
0,0,0,0,0,0,0,0,2.8000000000000003,5.2,1.2000000000000002,7.6,5,8,1,6
0,0,0,0,0,0,0,0,2.8000000000000003,8.0,2.4000000000000004,6.800000000000002,2,9,1,6
0,0,0,0,0,0,0,0,1.6,6.0,2.0,7.2,2,7,3,3
0,0,0,0,0,0,0,0,1.8,13.0,0.4,5.6000000000000005,2,9,0,4
0,0,0,0,0,0,0,0,3.2,9.4,2.0,5.0,4,7,2,6
0,0,0,0,0,0,0,0,2.6,4.6000000000000005,1.2000000000000002,3.2,5,3,1,3
0,0,0,0,0,0,0,0,1.6,3.8,0.6000000000000001,11.6,2,5,1,8
0,0,0,0,0,0,0,0,1.6,6.4,0.8,8.8,2,5,0,6
0,0,0,0,0,0,0,0,0.8,10.8,2.0,5.800000000000002,0,11,1,7
0,0,0,0,0,0,0,0,1.2000000000000002,11.2,0.4,2.6,1,6,0,3
0,0,0,0,0,0,0,0,1.4,5.6000000000000005,1.0,8.6,2,6,0,4
0,0,0,0,0,0,0,0,2.4000000000000004,3.0,0.0,12.4,2,2,0,9
0,0,0,0,0,0,0,0,4.2,8.200000000000001,0.6000000000000001,2.8000000000000003,4,8,0,4
0,0,0,0,0,0,0,0,9.2,4.0,2.2,2.6,12,6,2,3
0,0,0,0,0,0,0,0,3.6,7.6,1.2000000000000002,6.6000000000000005,5,9,1,7
0,0,0,0,0,0,0,0,5.4,7.0,0.4,5.4,4,7,0,5
0,0,0,0,0,0,0,0,7.4,3.8,0.6000000000000001,4.6000000000000005,6,7,1,6
0,0,0,0,0,0,0,0,2.8000000000000003,11.6,0.6000000000000001,3.0,4,5,1,4
0,0,0,0,0,0,0,0,11.8,3.6,2.8000000000000003,0.0,7,5,3,2
0,0,38,0,22,1,0,0,4.2,4.6000000000000005,4.800000000000002,0.0,6,5,5,1
0,0,0,0,32,0,0,0,5.4,6.2,2.2,0.0,7,4,1,1
0,0,0,0,12,0,0,0,4.6000000000000005,5.2,1.0,0.0,7,5,1,1
2,1,0,0,0,0,0,0,3.6,12.2,1.2000000000000002,0.0,3,13,1,1
0,0,45,1,0,0,0,0,7.800000000000002,7.6,1.2000000000000002,0.0,8,6,1,0
0,0,0,0,0,0,0,0,9.0,6.0,3.0,0.0,11,5,3,0
0,0,0,0,34,1,0,0,4.800000000000002,10.0,4.4,0.0,4,6,6,0
1,0,0,0,0,0,0,0,4.800000000000002,11.8,2.4000000000000004,0.0,8,10,2,0
37,2,0,0,0,0,0,0,4.0,12.0,2.8000000000000003,0.0,4,12,2,0
18,2,0,0,0,0,0,0,7.0,7.6,2.6,0.0,10,8,2,0
25,8,0,0,0,0,0,0,6.2,6.2,4.800000000000002,0.0,5,6,5,0
0,0,0,0,0,0,0,0,10.8,4.800000000000002,3.8,0.0,12,5,4,0
17,1,0,0,0,0,0,0,2.4000000000000004,7.0,2.4000000000000004,0.0,4,4,3,0
0,0,0,0,0,0,0,0,9.4,6.4,5.2,0.0,5,7,7,1
19,0,0,0,14,0,0,0,8.0,10.2,4.6000000000000005,0.0,5,10,5,0
0,0,0,0,1,1,0,0,8.6,5.800000000000002,2.2,0.0,7,6,3,0
0,0,0,0,0,8,0,0,3.6,3.4000000000000004,1.2000000000000002,0.0,4,4,1,2
0,0,0,0,0,0,0,0,3.0,10.8,0.8,0.0,2,12,0,2
0,0,0,0,0,0,0,0,13.0,6.800000000000002,2.6,0.0,13,5,3,0
0,0,0,0,0,0,0,0,5.800000000000002,6.4,3.4000000000000004,0.0,7,7,2,0
0,0,0,0,25,0,0,0,1.8,10.2,1.2000000000000002,0.0,2,2,2,0
0,0,0,0,26,0,0,0,5.4,9.0,2.2,0.0,2,10,2,0
0,0,0,0,0,0,0,0,1.0,5.800000000000002,0.4,0.0,0,8,0,0
6,5,0,0,0,0,0,0,4.2,6.0,1.4,0.0,8,8,1,0
0,0,0,0,0,0,0,0,5.4,4.4,0.8,0.0,7,4,0,1
0,0,0,0,0,0,0,0,2.2,4.4,0.4,0.0,3,4,0,1
0,0,0,0,10,0,0,0,5.0,4.4,1.2000000000000002,0.0,5,4,1,0
19,8,0,0,33,0,0,0,4.2,4.6000000000000005,1.6,0.0,5,6,2,1
54,0,0,0,11,0,0,0,1.2000000000000002,1.2000000000000002,0.0,0.0,1,2,0,1
0,0,0,0,64,0,0,0,5.2,2.0,4.2,0.0,3,2,3,0
0,0,0,0,2,0,0,0,4.4,4.2,3.6,0.0,6,4,5,0
4,0,0,0,0,0,0,0,4.0,4.6000000000000005,4.6000000000000005,0.0,6,6,5,0
72,16,0,0,26,0,0,0,3.2,2.6,1.0,0.0,2,3,0,0
0,0,10,10,23,1,0,0,4.2,4.800000000000002,0.4,0.0,5,1,0,1
0,0,0,0,11,0,0,0,2.2,4.2,2.6,0.0,1,7,3,0
0,0,0,0,44,2,0,0,2.2,1.0,2.0,0.0,4,0,2,2
0,0,0,0,32,0,0,0,1.8,0.0,1.4,0.0,2,0,2,1
0,0,0,0,0,0,0,0,5.4,1.2000000000000002,1.6,0.0,7,1,1,0
33,0,0,0,0,0,0,0,1.0,1.2000000000000002,0.4,0.0,2,2,1,0
19,3,0,0,6,0,0,0,5.0,2.6,0.8,0.0,5,4,1,0
0,0,0,0,65,0,0,0,5.0,1.0,1.2000000000000002,0.0,5,1,2,0
0,0,0,0,9,0,0,0,6.2,3.4000000000000004,3.0,0.0,9,6,3,0
0,0,0,0,5,0,0,0,2.6,4.2,2.6,0.0,3,5,3,0
0,0,0,0,0,0,0,0,2.0,6.0,0.8,0.0,3,6,1,2
4,0,0,0,26,1,0,0,7.4,2.6,2.4000000000000004,0.0,5,2,2,0
35,14,0,0,78,9,0,0,3.0,4.0,0.2,0.0,1,3,0,0
25,3,1,1,41,8,0,0,2.8000000000000003,2.0,2.8000000000000003,0.0,2,2,4,0
0,0,0,0,94,5,0,0,3.2,2.4000000000000004,2.4000000000000004,0.0,3,1,4,1
29,0,0,0,18,3,0,0,3.4000000000000004,3.8,2.0,0.0,5,4,4,0
0,0,0,0,2,0,0,0,5.0,2.4000000000000004,1.8,0.0,4,3,1,0
0,0,0,0,0,0,0,0,3.8,2.0,1.8,0.0,4,1,2,0
0,0,0,0,0,0,0,0,0.4,5.0,3.6,0.0,1,5,6,0
0,0,0,0,0,0,0,0,1.8,4.800000000000002,2.8000000000000003,0.0,3,6,3,0
8,4,0,0,0,0,0,0,1.8,4.800000000000002,2.0,0.0,3,7,2,0
0,0,0,0,0,0,0,0,6.2,2.2,3.2,0.0,8,3,3,1
0,0,0,0,2,59,0,0,2.2,1.6,1.4,0.0,2,3,1,0
0,1,0,0,20,14,0,0,4.0,3.4000000000000004,4.0,0.0,5,3,6,0
2,2,0,0,0,0,0,0,6.800000000000002,3.8,1.4,0.0,4,6,2,0
0,0,0,0,0,0,0,0,3.4000000000000004,5.0,2.4000000000000004,0.0,4,5,2,0
0,0,0,0,29,0,0,0,5.0,4.6000000000000005,3.0,0.0,6,4,5,0
0,0,0,0,23,1,0,0,2.4000000000000004,3.0,2.8000000000000003,0.0,2,5,3,0
0,0,0,0,0,1,0,0,4.800000000000002,1.0,1.4,0.0,5,0,1,2
0,0,0,0,10,5,0,0,2.8000000000000003,2.6,2.2,0.0,3,2,2,1
25,5,0,0,0,0,0,0,2.0,8.200000000000001,0.2,0.0,2,6,0,2
6,0,0,0,0,0,11,9,3.2,4.2,3.4000000000000004,0.0,2,4,3,3
6,12,0,0,4,4,0,0,3.4000000000000004,7.2,3.6,0.0,2,8,5,5
0,0,0,0,5,5,0,0,5.0,6.800000000000002,3.6,0.0,8,8,4,9
0,0,0,0,0,0,6,0,4.0,1.8,4.2,0.0,6,2,2,8
61,1,0,0,0,0,0,0,4.2,0.8,4.800000000000002,0.0,4,1,4,4
6,0,0,0,3,0,1,0,3.4000000000000004,2.2,4.0,0.0,3,2,4,5
0,0,0,0,0,0,71,3,4.800000000000002,4.4,3.2,0.0,6,4,4,2
0,0,0,0,0,0,7,0,5.6000000000000005,10.2,2.2,0.0,6,13,2,5
0,0,0,0,0,0,0,0,3.6,7.6,1.2000000000000002,0.0,3,7,0,6
0,0,0,0,0,0,0,0,3.4000000000000004,8.200000000000001,3.2,0.0,3,8,2,8
0,0,0,0,3,0,0,0,4.6000000000000005,4.0,2.4000000000000004,0.0,4,5,2,6
0,0,0,0,0,0,0,0,5.0,1.2000000000000002,5.6000000000000005,0.0,7,2,6,3
0,0,0,0,0,0,0,0,4.800000000000002,1.2000000000000002,5.0,0.0,6,1,7,2
0,0,0,0,0,0,67,2,1.6,0.4,3.4000000000000004,0.0,1,0,5,8
5,0,0,0,0,0,1,0,1.2000000000000002,1.6,1.6,0.0,0,2,2,0
21,0,0,0,0,0,0,0,4.4,3.4000000000000004,5.2,0.0,4,3,7,4
52,2,0,0,0,0,0,0,3.4000000000000004,1.6,3.4000000000000004,0.0,3,1,3,2
51,2,0,0,4,0,0,0,1.0,1.8,3.2,0.0,0,3,4,8
0,0,0,0,0,0,0,0,3.6,3.8,3.0,0.0,4,5,1,7
0,0,0,0,0,0,0,0,6.0,10.4,3.6,0.0,9,10,4,0
0,0,0,0,21,18,4,0,5.800000000000002,3.2,6.2,0.0,5,4,8,5
0,0,0,0,57,3,0,0,3.0,3.6,2.8000000000000003,0.0,4,6,3,2
0,0,0,0,0,0,0,0,6.4,0.4,4.6000000000000005,0.0,8,0,5,2
0,0,0,0,0,0,0,0,1.4,0.2,4.2,0.0,2,0,5,5
0,0,0,0,0,0,0,0,2.8000000000000003,6.4,3.2,0.0,3,7,2,4
0,0,0,0,0,0,0,0,0.6000000000000001,0.2,2.2,0.0,1,0,3,6
0,0,0,0,0,0,0,0,0.8,0.8,2.6,0.0,0,1,2,8
0,0,0,0,3,0,0,0,2.6,0.2,2.0,0.0,4,0,3,6
0,0,0,0,0,0,0,0,2.6,1.8,3.0,0.0,3,1,5,1
18,2,0,0,0,0,0,0,1.6,0.4,2.4000000000000004,0.0,2,0,1,10
81,23,0,0,0,0,0,0,1.2000000000000002,0.8,2.2,0.0,1,0,2,5
44,0,0,0,0,0,0,0,1.4,2.8000000000000003,2.0,0.0,1,3,1,5
0,0,0,0,0,0,16,11,2.0,2.0,2.4000000000000004,0.0,2,4,1,7
0,0,0,0,0,0,0,0,1.8,2.6,3.2,0.0,2,4,2,5
0,0,0,0,0,0,0,0,1.6,0.6000000000000001,3.4000000000000004,0.0,2,0,2,6
9,8,0,0,0,0,10,6,1.4,0.2,3.8,0.0,1,0,4,9
0,0,0,0,0,0,20,0,3.6,0.6000000000000001,3.6,0.0,6,1,3,4
0,0,0,0,0,0,51,3,3.0,0.2,4.0,0.0,2,0,6,8
14,2,0,0,0,0,14,9,2.6,1.0,2.0,0.0,2,1,3,1
0,0,0,0,0,0,0,0,3.4000000000000004,0.4,2.6,0.0,4,0,3,5
0,0,0,0,0,0,0,0,2.8000000000000003,1.0,3.8,0.0,4,1,5,9
0,7,0,0,0,0,0,0,3.2,1.0,3.0,0.0,4,0,4,3
0,0,0,0,0,0,0,0,2.6,0.6000000000000001,4.4,0.0,3,0,3,6
0,0,0,0,0,0,0,0,1.4,0.2,2.0,0.0,1,0,2,6
0,0,0,0,0,0,0,0,1.6,1.2000000000000002,4.6000000000000005,0.0,2,1,7,6
0,0,0,0,0,0,0,0,4.4,0.6000000000000001,4.0,0.0,4,1,5,4
52,2,0,0,0,0,0,0,3.4000000000000004,0.2,2.0,0.0,5,0,1,1
45,5,0,0,0,0,0,0,0.6000000000000001,1.8,1.6,0.0,0,1,3,2
5,0,0,0,0,0,2,1,1.4,0.0,1.0,0.0,2,0,1,1
41,1,0,0,0,0,0,0,3.0,1.2000000000000002,4.800000000000002,0.0,5,1,6,1
28,0,0,0,0,0,0,0,2.0,0.8,0.8,0.0,3,1,1,1
0,0,0,0,0,0,1,1,3.0,0.0,3.0,0.0,5,0,3,1
0,0,0,0,0,0,0,0,5.2,1.0,3.8,0.0,8,1,4,4
0,0,0,0,0,0,0,0,5.4,1.2000000000000002,3.0,0.0,5,1,4,0
0,0,0,0,0,0,0,0,1.2000000000000002,0.2,1.0,0.0,2,0,1,0
0,0,0,0,0,0,0,0,1.0,1.0,3.2,0.0,0,1,4,8
0,0,0,0,0,0,0,0,1.8,0.4,2.2,0.0,2,0,3,4
0,0,0,0,0,0,0,0,2.2,1.0,2.2,0.0,2,0,4,2
26,1,0,0,0,0,0,0,1.2000000000000002,2.2,3.2,0.0,1,3,5,1
7,6,0,0,0,0,0,0,3.8,1.8,1.8,0.0,5,2,2,2
0,0,0,0,0,0,0,0,3.2,2.6,3.6,0.0,3,4,4,2
0,0,0,0,0,0,0,0,3.6,0.6000000000000001,3.2,0.0,5,0,3,2
0,0,0,0,0,0,0,0,3.6,2.8000000000000003,4.800000000000002,0.0,3,1,3,2
0,0,0,0,0,0,0,19,3.2,3.0,3.8,0.0,5,3,3,3
0,0,0,0,0,0,93,10,3.2,3.4000000000000004,3.4000000000000004,0.0,2,4,2,1
0,0,0,0,38,4,0,0,3.0,7.4,1.6,2.8000000000000003,2,9,0,5
0,0,0,0,15,1,0,0,6.0,11.6,1.8,0.2,6,12,1,0
0,0,0,0,0,0,0,0,6.0,12.8,3.0,1.6,4,15,2,2
0,0,0,0,50,1,0,0,2.8000000000000003,7.4,0.2,1.4,1,10,0,2
0,0,0,0,0,0,0,0,6.0,10.8,0.6000000000000001,0.8,5,17,1,0
0,0,0,0,31,2,0,0,5.800000000000002,9.0,1.2000000000000002,1.0,5,11,2,1
0,0,0,0,6,3,0,0,4.800000000000002,14.6,0.0,0.4,3,15,0,0
1,0,0,0,0,1,0,0,6.0,9.2,2.6,0.6000000000000001,7,11,4,0
0,0,0,0,0,0,0,0,5.800000000000002,9.4,0.4,0.4,8,12,0,0
0,0,0,0,0,0,0,0,5.6000000000000005,12.4,1.4,1.4,6,14,2,1
0,0,0,0,19,19,0,0,4.0,4.0,3.2,3.6,4,2,3,5
0,0,0,0,50,20,7,1,5.800000000000002,9.4,2.2,0.6000000000000001,8,14,2,0
0,26,0,0,39,3,2,0,4.4,10.2,1.4,0.8,3,14,1,0
0,0,0,0,0,0,0,0,7.6,7.6,3.8,1.6,7,9,4,0
0,0,0,0,0,0,0,0,8.200000000000001,6.4,4.0,0.6000000000000001,9,8,5,0
0,0,0,0,0,0,0,0,6.4,11.0,1.6,2.8000000000000003,7,9,1,4
0,0,0,0,1,0,0,0,6.6000000000000005,11.6,2.6,0.6000000000000001,7,14,3,1
0,0,0,0,0,0,0,0,5.0,9.4,1.6,1.0,6,8,3,1
0,0,0,0,0,0,0,0,3.2,14.2,1.6,0.8,0,16,2,1
0,0,0,0,0,0,0,0,4.4,11.6,1.0,2.8000000000000003,3,15,0,4
0,0,0,0,59,4,0,0,5.800000000000002,5.2,2.8000000000000003,2.2,8,4,1,3
0,0,0,0,0,0,0,0,4.800000000000002,6.800000000000002,4.4,3.8,3,9,2,4
0,0,0,0,0,0,0,0,8.0,14.0,2.0,0.6000000000000001,10,14,1,1
0,0,0,0,0,0,20,1,7.4,7.4,2.8000000000000003,2.2,11,9,4,1
0,0,0,0,18,1,29,0,2.8000000000000003,8.4,1.6,0.8,3,9,2,0
0,0,0,0,78,8,12,1,1.8,3.8,1.4,1.8,2,3,2,2
0,0,0,0,14,5,10,0,4.0,5.800000000000002,1.2000000000000002,0.2,3,6,1,0
0,0,0,0,30,0,41,6,1.8,4.800000000000002,0.2,0.2,2,5,0,0
0,0,0,0,0,0,0,0,6.4,10.2,1.4,0.4,8,11,1,0
0,0,0,0,22,11,0,0,5.6000000000000005,6.4,0.4,0.8,8,8,0,1
0,0,0,0,102,2,0,0,1.2000000000000002,1.2000000000000002,0.6000000000000001,0.2,1,1,0,0
0,0,0,0,13,1,10,18,7.0,5.800000000000002,3.4000000000000004,0.6000000000000001,8,8,2,0
0,0,0,0,0,0,0,0,6.0,10.0,2.6,0.4,4,13,2,0
0,0,0,0,0,0,1,0,6.2,10.6,1.8,0.4,6,9,2,0
0,0,0,0,24,18,0,0,4.800000000000002,5.6000000000000005,2.0,1.0,6,8,1,0
0,0,0,0,49,5,5,6,3.0,1.6,2.4000000000000004,1.2000000000000002,3,3,2,0
0,0,0,0,0,0,0,0,6.800000000000002,11.8,1.8,1.0,8,13,1,1
0,0,0,0,0,0,0,0,6.6000000000000005,15.2,1.8,1.0,8,18,2,1
0,0,0,0,8,3,0,0,5.0,10.2,1.0,2.6,4,13,1,3
0,0,0,0,0,0,0,0,4.6000000000000005,10.8,1.8,2.4000000000000004,6,13,0,4
0,0,0,0,0,0,0,0,8.0,12.6,1.4,0.8,7,16,1,0
0,0,0,0,25,0,0,0,4.4,3.6,2.6,1.0,4,6,4,0
0,0,0,0,20,8,0,0,4.2,7.0,1.0,0.8,4,9,0,0
0,0,0,0,63,8,0,0,2.4000000000000004,5.800000000000002,0.8,0.4,3,7,0,0
0,0,0,0,66,14,0,0,3.0,5.2,1.2000000000000002,0.8,2,5,1,1
0,0,0,0,31,19,0,0,3.6,9.0,1.4,1.6,5,10,1,1
0,0,0,0,3,2,0,0,1.8,5.6000000000000005,0.6000000000000001,0.4,1,8,0,1
0,0,0,0,0,0,0,0,2.4000000000000004,3.2,2.0,0.8,3,4,2,0
0,0,0,0,64,4,0,0,2.2,0.8,2.8000000000000003,0.2,3,1,4,0
0,0,0,0,26,4,0,0,0.6000000000000001,2.2,1.2000000000000002,1.0,0,2,2,0
1,0,0,0,1,1,0,0,0.4,1.6,0.6000000000000001,0.6000000000000001,0,3,1,0
0,0,0,0,3,3,0,0,2.2,4.0,0.2,0.2,2,3,0,0
0,0,0,0,0,0,0,0,3.4000000000000004,5.0,0.8,0.4,5,6,0,0
0,0,0,0,0,0,0,0,6.0,8.8,0.4,2.4000000000000004,7,9,0,3
0,0,0,0,0,0,0,0,5.800000000000002,13.8,1.4,1.2000000000000002,8,12,1,1
